"Date","City","State","Type","Description"
"04/10/2010","Pocatello","ID","Leafletting","Aryan Nations' fliers were left at residences."
"04/10/2010","Fond du Lac","WI","Leafletting","Racist fliers were left at residences."
"04/09/2010","Rialto","CA","Leafletting","Fliers from Aryan Nations were left on lawns and driveways."
"04/09/2010","Edgewater","NJ","Threat","A 14-year-old girl was charged with bias intimidation and harassment for allegedly announcing on a supermarket intercom that 'all blacks leave the store.'"
"04/09/2010","Spring Valley","NY","Legal Developments","Kyle Silceira, 16; Anthony Soto, 18; and Denise Lopez, 17, were charged with aggravated harassment as a hate crime and disorderly conduct for allegedly threatening several residents in an Orthodox Jewish neighborhood. Silceira also was charged with menacing as a hate crime because he held an aluminum bat."
"04/09/2010","Cincinnati","OH","Assault","Four reported skinheads, three of them Army members, allegedly attacked a homeless man. Michael Hesson and Pvt. Riley Feller, both 24, were arrested on felonious assault charges in connection with the beating."
"04/08/2010","Staten Island","NY","Assault","Three men shouted anti-Mexican slurs while they beat a Hispanic man."
"04/07/2010","Columbia","MO","Legal Developments","Leonard B. Turner, a 59-year-old white man, was charged with suspicion of armed criminal action and assault for allegedly using racial slurs and threats before discharging a firearm in a scuffle with a black man outside a bar."
"04/06/2010","Minneapolis","MN","Legal Developments","An original member of the Montana Freemen has been sentenced to 7 1/2 years in prison for retaliating against three federal judges."
"04/04/2010","Flemington","NJ","Legal Developments","John Memmel, 37, was convicted of bias intimidation, terroristic threats and possession of an imitation firearm for an unlawful purpose for allegedly pulling alongside a black family in a car, pointing a fake handgun at them and using a racial slur while threatening to kill them in 2007."
"04/04/2010","Glen Rock","NJ","Leafletting","Pamphlets from the National Socialist Movement were left on cars at a train station."
"04/03/2010","Oakland","CA","Vandalism","A swastika, racial slurs and profanity were spray-painted on walls and grounds at a cathedral."
"04/03/2010","Palm Coast","FL","Leafletting","Fliers from the United Northern and Southern Knights of the Ku Klux Klan were distributed in two neighborhoods on Easter Sunday."
"04/03/2010","Collinsville","IL","Vandalism","An upside-down cross, the numerals `666` and a picture of the male anatomy were spray-painted on the side of a church."
"04/03/2010","Claremore","OK","Assault","Three men shouted anti-gay slurs and ""You're going to die!"" as they beat a gay college student."
"04/01/2010","Phoenix","AZ","Vandalism","A white-supremacist symbol was painted on the front door of a house."
"04/01/2010","Apple Valley","CA","Legal Developments","Thomas McManus, 44, was charged with suspicion of a hate crime and felony vandalism for allegedly trying to force his neighbors to move by using racial slurs and vandalizing their house in April."
"04/01/2010","Cooperstown","NY","Assault","A black youth allegedly was chased by a white teen who shot at him with a rifle. Anthony Pacherille, 16, was arrested and could be charged with second- degree murder."
"03/31/2010","Boston","MA","Assault","Daniel Jourdet, a 52-year-old white man, was charged with civil rights violation, assault and battery, trespassing and disorderly conduct for allegedly taunting a transportation inspector with racial slurs and then punching him in the face."
"03/31/2010","Mt. Sinai","NY","Vandalism","Motor oil was poured onto an entrance of the Kingdom Hall of Jehovah's Witnesses."
"03/31/2010","Spokane","WA","Legal Developments","Michael A. Brewer, 22, was charged with robbery and malicious harassment for allegedly yelling racial slurs while trying to rob the Latino owner of a taco truck at knifepoint."
"03/30/2010","Tarzana","CA","Vandalism","Police investigate hate crime at Lutheran church."
"03/27/2010","Oakland","CA","Vandalism","The Greek Orthodox Cathedral of the Ascension was vandalized with racist graffiti."
"03/26/2010","Chicago","IL","Vandalism","KKK graffiti was painted on a Muslim woman's garage."
"03/23/2010","San Francisco","CA","Legal Developments","A man was convicted of a hate crime for punching a black man in the face and knocking him unconscious after uttering racial slurs."
"03/21/2010","San Bernardino","CA","Vandalism","Hate graffiti was found on a residence hall at Cal Poly Pomona University."
"03/21/2010","New Haven","CT","Legal Developments","Five people were indicted in connection with an alleged attempt to sell firearms and grenades to a white supremacist group in another state."
"03/20/2010","Washington","DC","Harassment","Capitol Hill protesters shouted racial and anti-gay slurs and spit on two black U.S. congressmen."
"03/20/2010","Jackson","MI","Rally","The group Battalion 14 marched with ""White Pride Worldwide"" flags."
"03/15/2010","Davis","CA","Vandalism","A swastika was carved into a dormitory bulletin board at the University of California, Davis."
"03/14/2010","Thousand Oaks","CA","Vandalism","A swastika was painted on a car window and a dorm window at California Lutheran University."
"03/14/2010","Auburn Hills","MI","Leafletting","Plastic Easter eggs containing fliers for ""Aryan Nations"" were left in yards."
"03/11/2010","St. Tammany","LA","Legal Developments","Shane Foster, the son of alleged KKK Imperial Wizard Raymond ""Chuck"" Foster, pleaded guilty to obstruction of justice in the death of a prospective klan member."
"03/11/2010","Appleton","WI","Assault","Self-defined Nazi Michael J. Verhaagh was sentenced to jail for a hate-crime attack on a black man at a bar."
"03/10/2010","San Bernardino","CA","Leafletting","An Aryan Nations group distributed flyers."
"03/10/2010","Chicago","IL","Vandalism","A man in the Beverly neighborhood posted ""Say no to the ghetto. White Power. Mt. Greenwood, the next Englewood"" on his garage door with a white noose and a ""White Pride Worldwide"" sticker."
"03/10/2010","Brooklyn","NY","Assault","Five men jumped a man on a street, and yelled anti-gay slurs while beating him."
"03/10/2010","Seattle","WA","Legal Developments","A self-proclaimed white supremacist pleaded guilty to malicious harassment, violating the state's hate-crime statute, and second-degree assault after he threatened a Muslim woman and her baby with a knife."
"03/09/2010","Springfield","MO","Vandalism","A swastika was painted on the door of the Humansville Harvest Fellowship Church. "
"03/08/2010","Dallas","TX","Vandalism","Pentagrams and anti-religious messages were spray-painted on Greater Cornerstone Baptist Church."
"03/06/2010","Costa Mesa","CA","Legal Developments","A woman pleaded guilty to violating the civil rights of a Latino man in connection with a skinhead attack in Huntington Beach."
"03/06/2010","Dos Pasos","CA","Rally","A KKK rally was held in largely-Latino Merced County."
"03/05/2010","Boston","MA","Vandalism","The Muslim Student Association at Brandeis University was vandalized."
"03/04/2010","Davis","CA","Vandalism","Three swastikas were found spray-painted around the University of California, Davis ."
"03/03/2010","San Diego","CA","Harassment","A KKK-style hood was found on the UC San Diego campus."
"03/03/2010","Mastic Bay","NY","Assault","Two men attacked a student while yelling anti-gay epithets."
"03/02/2010","Brandon","FL","Vandalism","Racist slurs and swastikas were spray painted on at least 115 houses."
"03/02/2010","De Pere","WI","Leafletting","White-supremacist leaflets were distributed at St. Norbert College by the White Ethnic Preservation Coalition."
"02/27/2010","Davis","CA","Vandalism","Anti-gay slurs were painted on the campus Lesbian, Gay, Bisexual and Transgender Resource Center."
"02/27/2010","San Diego","CA","Harassment","A noose was found hanging in the library of the University of California San Diego."
"02/26/2010","San Angelo","TX","Leafletting","The Ku Klux Klan distributed fliers."
"02/23/2010","Edmond","OK","Vandalism","“KKK” was written on a picture of President Barack Obama in black history month display at the University of Central Oklahoma."
"02/20/2010","Nahunta","GA","Rally","The Knight Riders, Knights of the Ku Klux Klan held a rally to protest the “Latino invasion.”"
"02/19/2010","Louisville","KY","Threat","A man was charged with posting a threat against President Barack Obama and the first lady on a white supremacist website."
"02/16/2010","Norfolk","VA","Legal Developments","A man pleaded guilty to pasting stickers depicting anti-Semitic, anti-gay and racist messages on four synagogues."
"02/15/2010","Tyler","TX","Legal Developments","Alleged white supremacist arrested in convenience store killing."
"02/14/2010","Wheeler","IN","Leafletting","KKK fliers were distributed."
"02/12/2010","Boca Raton","FL","Vandalism","A Jewish temple was vandalized with racist graffiti."
"02/12/2010","Chicago","IL","Legal Developments","Ex-firefighter who had illegal weapons, Nazi gear gets 4 years."
